host_since;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bedrooms;beds;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;instant_bookable
25/07/2020;3;97;100;f;0;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;2;1;1;30;365;1;100;t
25/07/2020;3;97;100;f;0;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;8;8;8;30;365;0;93.812903;f
23/11/2017;3;87.640014;100;f;17;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;6;3;3;30;365;0;93.812903;t
27/03/2014;2;86;88;t;1;t;Long_Island_City;Entire_apartment;Entire_home-apt;3;1;1;14;30;3;100;f
17/02/2016;3;90;100;t;0;t;Rockaway_Beach;Entire_apartment;Entire_home-apt;4;2;2;2;30;9;98;t
25/01/2019;2;100;94;f;17;t;Sunnyside;Private_room_in_apartment;Private_room;2;1;1;2;1125;0;93.812903;f
14/07/2020;3;87.640014;100;f;1;t;Mill_Basin;Shared_room_in_apartment;Shared_room;1;1;1.533611;30;1125;0;93.812903;t
15/12/2019;3;100;88;f;0;t;Bushwick;Private_room_in_apartment;Private_room;4;1;2;1;1125;2;100;f
02/08/2020;3;87.640014;81.277545;f;1;t;Windsor_Terrace;Entire_apartment;Entire_home-apt;6;3;4;2;1125;2;100;f
25/10/2018;3;75;100;f;0;t;Midwood;Entire_apartment;Entire_home-apt;4;1;2;30;60;0;93.812903;f
13/08/2018;3;100;88;f;0;t;East_Harlem;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
03/06/2020;3;100;98;f;36;t;Midtown;Entire_apartment;Entire_home-apt;3;1;2;1;1125;8;95;t
07/10/2012;3;87.640014;67;f;0;t;East_Village;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
13/03/2018;3;100;100;f;1;f;Bergen_Beach;Private_room_in_guest_suite;Private_room;2;1;2;1;14;4;100;t
03/06/2020;3;100;98;f;36;t;Midtown;Entire_apartment;Entire_home-apt;3;1;2;1;1125;3;100;t
27/06/2017;3;100;82;f;177;t;Woodside;Private_room_in_townhouse;Private_room;1;1;1;30;1125;1;80;f
18/08/2010;1;100;80;f;1;t;Williamsburg;Private_room_in_apartment;Private_room;1;1;1;1;365;0;93.812903;f
14/02/2020;3;100;100;f;0;t;Financial_District;Private_room_in_condominium;Private_room;6;3;3;3;1125;5;84;t
08/05/2017;1;80;75;f;0;t;Fort_Greene;Entire_townhouse;Entire_home-apt;10;5;7;5;60;3;100;f
13/03/2012;3;87.640014;81.277545;f;0;t;Midwood;Private_room_in_apartment;Private_room;1;1;1.533611;30;30;0;93.812903;f
30/05/2016;2;80;62;t;2;t;Sunnyside;Entire_apartment;Entire_home-apt;4;2;2;60;180;1;100;f
02/08/2020;2;70;79;f;2;t;Norwood;Private_room_in_apartment;Private_room;8;2;7;1;1125;0;93.812903;f
10/05/2016;3;87.640014;100;f;0;f;Upper_East_Side;Entire_apartment;Entire_home-apt;4;1;1;30;1125;0;93.812903;t
06/02/2020;3;98;93;f;110;t;Sunnyside;Private_room_in_townhouse;Private_room;2;1;1;30;1125;0;93.812903;f
01/08/2014;2;100;91;f;127;t;Sunnyside;Private_room_in_townhouse;Private_room;2;1;1;30;1125;0;93.812903;f
12/10/2019;3;100;100;t;2;t;Flushing;Private_room_in_condominium;Private_room;2;1;1;30;1125;1;100;t
02/08/2020;3;100;100;f;0;t;Williamsburg;Private_room_in_apartment;Private_room;1;1;1;3;1125;0;93.812903;t
02/08/2020;3;100;100;f;0;t;Williamsburg;Private_room_in_apartment;Private_room;1;1;1;20;1125;1;80;t
03/08/2020;3;87.640014;100;f;0;f;West_Village;Entire_apartment;Entire_home-apt;2;1;1;30;58;1;100;t
06/06/2016;3;87.640014;81.277545;f;1;f;Upper_East_Side;Entire_apartment;Entire_home-apt;2;1;1;30;90;0;93.812903;t
17/02/2019;1;50;87;f;2;t;Williamsburg;Entire_apartment;Entire_home-apt;8;4;4;30;1125;1;20;f
22/03/2020;0;10;90;f;2;t;NoHo;Entire_apartment;Entire_home-apt;5;3;3;30;1125;1;20;f
03/08/2020;2;88;80;f;0;t;Borough_Park;Private_room_in_apartment;Private_room;2;1;1;2;29;1;100;f
13/08/2018;3;100;88;f;0;t;East_Harlem;Entire_apartment;Entire_home-apt;4;2;2;30;1125;0;93.812903;f
30/07/2020;1;71;69;f;0;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;2;1;1;30;30;0;93.812903;f
23/01/2020;3;100;100;f;0;t;Baychester;Private_room_in_house;Private_room;1;1;1;30;30;1;100;f
13/01/2015;3;90;91;f;3;t;Woodside;Private_room_in_apartment;Private_room;2;1;1.533611;3;1125;2;60;f
01/07/2017;3;87.640014;81.277545;f;0;t;Financial_District;Private_room_in_apartment;Private_room;1;1;1.533611;30;1125;0;93.812903;t
14/04/2019;3;100;100;f;1;t;Theater_District;Entire_apartment;Entire_home-apt;4;2;2;30;1125;1;100;t
14/01/2014;3;90;91;f;2;t;Prospect-Lefferts_Gardens;Private_room_in_apartment;Private_room;1;1;1;30;30;5;100;f
16/12/2011;1;67;67;f;2;t;Crown_Heights;Private_room_in_apartment;Private_room;1;1;1;2;1125;0;93.812903;f
02/08/2020;1;70;71;f;0;t;Lower_East_Side;Entire_apartment;Entire_home-apt;3;1;1;3;1125;1;100;t
19/06/2020;3;87.640014;81.277545;f;1;f;East_Flatbush;Private_room_in_apartment;Private_room;2;1;1;2;29;0;93.812903;t
11/12/2019;3;100;100;f;3;t;East_Flatbush;Private_room_in_apartment;Private_room;2;1;1;1;60;4;80;f
11/12/2019;3;100;100;f;3;t;East_Flatbush;Private_room_in_apartment;Private_room;2;1;1;1;60;4;75;f
11/12/2019;3;100;100;f;3;t;East_Flatbush;Private_room_in_apartment;Private_room;2;1;1;1;60;9;80;f
08/01/2014;3;87.640014;81.277545;f;2;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;1;1;1;30;30;0;93.812903;f
04/11/2016;3;100;99;f;6;f;Bushwick;Private_room_in_townhouse;Private_room;1;1;1;5;1125;0;93.812903;t
09/08/2011;3;100;100;t;2;t;Bushwick;Private_room_in_apartment;Private_room;2;1;1;2;1125;24;99;t
13/11/2011;1;100;89;t;7;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;30;1125;1;100;f
14/07/2014;1;57;100;f;1;t;SoHo;Entire_apartment;Entire_home-apt;2;2;2;30;1125;0;93.812903;t
31/07/2015;3;87.640014;81.277545;f;0;t;Williamsburg;Private_room_in_loft;Private_room;2;1;1;30;1125;0;93.812903;t
26/05/2019;3;87.640014;81.277545;f;2;t;Astoria;Private_room_in_apartment;Private_room;1;1;1.533611;30;1125;0;93.812903;t
06/02/2020;3;98;93;f;110;t;Sunnyside;Private_room_in_townhouse;Private_room;1;1;1;30;1125;0;93.812903;f
01/08/2014;2;100;91;f;127;t;Sunnyside;Private_room_in_townhouse;Private_room;1;1;1;30;1125;1;80;f
24/06/2016;2;100;100;f;1;f;Hells_Kitchen;Entire_apartment;Entire_home-apt;3;1;1;30;1125;0;93.812903;f
21/10/2018;3;100;99;f;7;t;Flushing;Private_room_in_apartment;Private_room;2;1;1;1;31;27;96;t
03/12/2013;2;100;50;f;1;t;Upper_East_Side;Entire_apartment;Entire_home-apt;2;1;1;30;1125;1;100;f
03/03/2016;3;100;90;f;125;f;Kips_Bay;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
17/03/2020;1;100;81.277545;f;0;t;Brighton_Beach;Entire_apartment;Entire_home-apt;2;1;2;20;1125;0;93.812903;t
03/08/2020;1;100;100;f;1;t;Hells_Kitchen;Private_room_in_apartment;Private_room;2;1;1;1;1125;0;93.812903;f
20/08/2015;3;100;92;f;2;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;2;1;1;1;31;9;98;f
22/08/2013;3;87.640014;81.277545;f;1;t;Murray_Hill;Entire_apartment;Entire_home-apt;2;1;1;15;28;0;93.812903;f
27/06/2017;3;100;82;f;177;t;Woodside;Private_room_in_townhouse;Private_room;2;1;1;30;1125;1;100;f
24/05/2015;3;100;67;f;2;t;Ditmars_Steinway;Entire_apartment;Entire_home-apt;2;1;1;30;30;3;100;f
21/10/2020;3;87.640014;81.277545;f;3;f;Harlem;Private_room_in_apartment;Private_room;2;1;1;2;1125;3;93;t
09/12/2017;3;60;100;f;0;f;Washington_Heights;Private_room_in_apartment;Private_room;1;1;2;1;10;7;100;t
25/04/2015;2;100;29;f;0;t;Sunnyside;Private_room_in_apartment;Private_room;2;1;1;30;45;0;93.812903;f
30/04/2020;3;100;95;f;10;t;Bushwick;Entire_apartment;Entire_home-apt;12;6;6;30;365;0;93.812903;f
30/04/2020;3;100;95;f;10;t;Bushwick;Entire_apartment;Entire_home-apt;12;6;6;30;365;0;93.812903;f
25/08/2016;3;89;100;f;13;t;Murray_Hill;Entire_apartment;Entire_home-apt;5;2;2;30;1125;0;93.812903;f
07/09/2013;2;80;68;f;1;t;Harlem;Entire_apartment;Entire_home-apt;4;1;2;30;1125;8;85;f
25/08/2017;1;100;71;f;2;t;Williamsburg;Entire_apartment;Entire_home-apt;3;1;1;5;1125;2;100;f
02/02/2016;3;100;100;f;0;t;Lower_East_Side;Entire_apartment;Entire_home-apt;2;1;1;6;1125;4;95;t
29/08/2014;2;100;100;f;2;t;Sunnyside;Entire_apartment;Entire_home-apt;2;1;1;20;28;0;93.812903;t
30/10/2019;3;100;95;f;3;t;Clinton_Hill;Entire_apartment;Entire_home-apt;8;3;3;3;1125;4;80;t
07/04/2015;0;0;100;f;0;t;Ridgewood;Private_room_in_apartment;Private_room;1;1;1;14;1125;0;93.812903;f
12/05/2015;1;100;100;f;0;t;East_Village;Entire_apartment;Entire_home-apt;4;1;1;21;90;0;93.812903;t
14/07/2020;3;100;43;f;24;t;Midtown;Private_room_in_resort;Private_room;2;1;1;3;3;0;93.812903;f
25/08/2016;3;89;100;f;13;t;Kips_Bay;Entire_apartment;Entire_home-apt;4;2;1;30;1125;1;100;f
25/08/2016;3;89;100;f;13;t;Murray_Hill;Entire_apartment;Entire_home-apt;5;2;1;30;1125;1;100;f
05/07/2018;2;98;86;t;35;t;Woodside;Private_room_in_townhouse;Private_room;2;1;1;30;1125;1;100;f
06/02/2020;3;98;93;f;110;t;Woodside;Private_room_in_townhouse;Private_room;2;1;1;30;1125;1;100;f
01/08/2014;2;100;91;f;127;t;Woodside;Private_room_in_townhouse;Private_room;2;1;1;30;1125;0;93.812903;f
07/10/2011;0;50;60;f;0;f;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;4;1;1;30;1125;1;100;f
16/12/2014;3;100;100;f;0;t;East_Village;Entire_apartment;Entire_home-apt;6;2;3;1;1125;9;91;t
16/12/2015;1;71;81;f;122;t;Hells_Kitchen;Entire_apartment;Entire_home-apt;2;1;1;30;365;1;100;f
26/12/2017;1;71;33;f;0;t;Kips_Bay;Entire_apartment;Entire_home-apt;3;1;1;30;31;0;93.812903;t
30/01/2016;3;100;80;t;1;t;Harlem;Entire_townhouse;Entire_home-apt;5;4;5;30;240;2;100;f
01/08/2014;2;100;91;f;127;t;Williamsburg;Private_room_in_townhouse;Private_room;2;1;1;30;1125;0;93.812903;f
03/06/2020;3;100;98;f;36;t;Midtown;Entire_apartment;Entire_home-apt;4;1;2;1;1125;3;100;t
06/06/2018;3;87.640014;0;f;1;t;Bushwick;Entire_apartment;Entire_home-apt;5;3;3;30;1125;0;93.812903;f
03/09/2018;3;100;100;f;0;t;Midtown;Entire_apartment;Entire_home-apt;4;2;2;30;30;0;93.812903;t
19/05/2020;1;100;100;f;0;t;Stuyvesant_Town;Entire_apartment;Entire_home-apt;3;1;1;14;1125;1;100;t
24/09/2012;2;82;99;f;0;t;Chelsea;Private_room_in_apartment;Private_room;2;1;1;30;1125;4;90;f
18/04/2018;3;100;72;t;1;f;Inwood;Private_room_in_apartment;Private_room;2;1;0;1;1125;4;85;f
21/10/2020;3;87.640014;81.277545;f;3;f;Harlem;Private_room_in_apartment;Private_room;3;2;2;2;1125;0;93.812903;t
10/09/2014;3;100;100;t;1;t;Theater_District;Entire_apartment;Entire_home-apt;2;1;1;3;20;0;93.812903;f
16/06/2014;3;100;99;f;11;t;Wakefield;Entire_house;Entire_home-apt;2;1;1;2;1125;2;100;f
07/07/2016;2;100;97;t;4;t;East_Village;Entire_apartment;Entire_home-apt;2;1;1.533611;60;1125;0;93.812903;f
14/02/2020;2;100;90;f;0;t;Financial_District;Private_room_in_condominium;Private_room;1;1;1;30;1125;0;93.812903;f
09/10/2014;3;100;92;f;1;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;3;1;1;3;365;1;100;f
21/10/2020;3;87.640014;81.277545;f;3;f;Harlem;Private_room_in_apartment;Private_room;1;1;1;2;1125;3;100;t
03/04/2016;1;100;40;f;1;f;West_Village;Entire_apartment;Entire_home-apt;3;2;2;60;1125;0;93.812903;f
28/06/2012;3;87.640014;81.277545;f;0;t;Windsor_Terrace;Entire_townhouse;Entire_home-apt;8;4;4;30;1125;0;93.812903;f
16/03/2019;1;100;20;f;0;f;Windsor_Terrace;Entire_townhouse;Entire_home-apt;4;3;3;14;90;0;93.812903;f
24/03/2014;3;100;100;f;1;t;Bedford-Stuyvesant;Entire_townhouse;Entire_home-apt;6;2;2;4;9;0;93.812903;f
25/04/2015;2;100;29;f;0;t;Sunnyside;Entire_apartment;Entire_home-apt;3;2;3;30;45;1;100;f
23/09/2013;1;100;82;f;2;t;Bushwick;Entire_apartment;Entire_home-apt;2;1;1;30;45;2;100;t
08/08/2020;2;100;100;f;1;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;1;1;1;30;90;2;100;f
16/03/2010;3;87.640014;81.277545;f;0;t;Williamsburg;Private_room_in_condominium;Private_room;1;1;1;180;1125;0;93.812903;t
29/10/2019;1;100;54;f;1;t;Chinatown;Private_room_in_apartment;Private_room;1;1;1;30;90;0;93.812903;f
29/08/2014;3;100;40;f;1;t;Greenpoint;Entire_loft;Entire_home-apt;2;1;2;4;77;0;93.812903;f
15/11/2014;3;100;88;f;44;t;Upper_East_Side;Entire_apartment;Entire_home-apt;3;1;2;30;365;2;60;f
01/08/2015;2;100;88;t;1;t;Park_Slope;Entire_townhouse;Entire_home-apt;6;5;5;30;1125;1;100;f
21/06/2014;2;100;100;f;0;f;Upper_West_Side;Entire_apartment;Entire_home-apt;2;1;1;7;1125;1;40;t
30/11/2014;3;87.640014;100;f;0;t;Bedford-Stuyvesant;Entire_townhouse;Entire_home-apt;4;2;1;4;75;0;93.812903;f
06/02/2020;3;98;93;f;110;t;Williamsburg;Private_room_in_townhouse;Private_room;2;1;1;30;1125;0;93.812903;f
14/04/2016;0;25;50;f;1;t;Harlem;Private_room_in_apartment;Private_room;1;1;1;10;100;0;93.812903;t
28/10/2016;3;87.640014;81.277545;f;1;f;Jamaica_Hills;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;t
29/07/2020;3;80;100;f;0;t;Bayswater;Private_room_in_serviced_apartment;Private_room;2;2;2;30;1125;0;93.812903;f
15/08/2019;3;100;100;t;1;f;Chelsea;Entire_apartment;Entire_home-apt;4;1;2;30;1000;12;100;t
10/02/2013;2;90;56;t;1;t;Greenwich_Village;Entire_apartment;Entire_home-apt;2;1;1;14;1125;2;90;t
06/05/2013;1;80;40;f;0;t;Park_Slope;Entire_apartment;Entire_home-apt;3;1;1;3;1125;3;100;f
01/12/2016;3;87.640014;100;f;0;t;Greenpoint;Entire_apartment;Entire_home-apt;4;2;2;30;1125;0;93.812903;t
10/08/2013;3;95;100;f;1;f;East_Village;Private_room_in_apartment;Private_room;2;1;1.533611;3;1125;1;100;t
07/12/2010;1;75;33;f;1;t;Inwood;Entire_apartment;Entire_home-apt;4;2;3;30;120;1;100;f
30/01/2019;3;87.640014;81.277545;f;1;t;Bushwick;Entire_apartment;Entire_home-apt;5;2;2;30;1125;0;93.812903;t
11/03/2016;0;20;43;f;4;f;Borough_Park;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;f
03/08/2014;3;87.640014;81.277545;f;2;t;East_Harlem;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;t
09/08/2020;1;50;81.277545;f;1;t;Bushwick;Private_room_in_townhouse;Private_room;2;1;3;1;7;0;93.812903;t
24/04/2017;3;87.640014;100;f;1;f;Astoria;Entire_apartment;Entire_home-apt;2;1;2;30;67;0;93.812903;f
30/10/2019;2;100;50;f;0;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;2;2;1125;2;100;f
27/11/2016;3;100;89;f;3;t;Bushwick;Private_room_in_apartment;Private_room;1;1;1.533611;30;1125;1;100;f
09/08/2020;0;0;100;f;1;f;Morrisania;Entire_house;Entire_home-apt;3;3;3;30;90;1;20;t
31/07/2014;3;100;67;f;0;f;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;3;1;1;3;1125;1;100;t
10/05/2018;1;100;100;f;1;f;Crown_Heights;Entire_house;Entire_home-apt;4;2;3;30;90;0;93.812903;t
30/08/2012;3;87.640014;50;f;1;t;Glendale;Entire_apartment;Entire_home-apt;4;2;3;30;1125;0;93.812903;f
08/04/2018;3;100;90;f;3;t;Rego_Park;Private_room_in_house;Private_room;3;1;2;30;60;0;93.812903;f
15/09/2011;3;100;91;t;2;t;Chelsea;Entire_townhouse;Entire_home-apt;10;6;8;2;1125;6;97;f
02/03/2019;3;100;100;t;4;t;Murray_Hill;Entire_loft;Entire_home-apt;6;2;3;30;1125;14;100;t
20/01/2017;3;100;100;f;0;t;Crown_Heights;Entire_condominium;Entire_home-apt;4;2;3;30;120;1;100;f
18/04/2018;3;90;100;t;1;f;Bensonhurst;Entire_apartment;Entire_home-apt;6;3;3;30;120;1;100;f
21/10/2016;0;0;81.277545;f;1;t;Greenwich_Village;Entire_apartment;Entire_home-apt;5;2;2;30;1125;0;93.812903;f
01/02/2018;1;70;100;f;2;f;Harlem;Entire_apartment;Entire_home-apt;3;4;4;30;1125;0;93.812903;f
31/07/2017;3;100;100;f;0;f;Brownsville;Private_room_in_house;Private_room;3;3;3;30;1125;0;93.812903;f
03/03/2016;3;100;90;f;125;f;Kips_Bay;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
09/12/2014;3;100;50;f;0;t;Harlem;Entire_apartment;Entire_home-apt;2;1;1;3;1125;2;90;t
11/04/2012;3;100;86;f;4;t;Crown_Heights;Entire_apartment;Entire_home-apt;7;3;4;4;1125;1;100;f
07/10/2014;2;100;79;t;2;f;Lower_East_Side;Private_room_in_apartment;Private_room;4;1;2;30;1125;0;93.812903;f
02/02/2020;3;100;87;t;0;t;Flatlands;Entire_apartment;Entire_home-apt;4;2;2;1;1125;1;100;t
23/09/2013;3;100;100;f;0;t;Williamsburg;Entire_condominium;Entire_home-apt;4;2;2;30;91;2;100;f
02/11/2019;3;100;97;t;13;t;Chelsea;Shared_room_in_apartment;Shared_room;1;1;1;30;1125;0;93.812903;t
27/12/2015;2;90;68;f;1;f;South_Ozone_Park;Entire_guest_suite;Entire_home-apt;6;3;3;2;1125;6;77;f
27/06/2017;3;100;82;f;177;t;East_Harlem;Private_room_in_apartment;Private_room;1;1;1;30;1125;1;100;f
16/06/2015;2;90;57;f;2;t;East_Harlem;Entire_apartment;Entire_home-apt;2;1;1;14;30;1;100;f
01/02/2018;3;90;96;f;7;t;Morningside_Heights;Private_room_in_apartment;Private_room;2;1;1;1;1125;3;67;t
29/10/2019;1;100;54;f;1;t;Hells_Kitchen;Private_room_in_apartment;Private_room;1;1;1;30;90;0;93.812903;f
13/01/2015;3;90;91;f;3;t;Woodside;Private_room_in_apartment;Private_room;2;1;1.533611;3;1125;3;80;f
24/09/2015;1;100;50;f;0;t;Williamsburg;Entire_loft;Entire_home-apt;5;2;2;2;4;2;100;t
18/01/2011;0;0;81.277545;f;3;t;Harlem;Entire_apartment;Entire_home-apt;8;1;2;30;1125;0;93.812903;t
06/01/2014;0;46;0;f;0;t;Morningside_Heights;Entire_apartment;Entire_home-apt;4;2;4;30;1125;0;93.812903;f
08/12/2015;3;100;81.277545;f;0;t;Greenpoint;Private_room_in_apartment;Private_room;1;1;1;180;390;0;93.812903;t
28/11/2010;2;100;77;f;3;t;Midtown;Entire_apartment;Entire_home-apt;6;3;3;183;365;1;100;f
05/01/2017;2;100;89;f;0;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;2;2;3;3;29;4;100;f
23/11/2018;3;100;100;f;1;f;Astoria;Entire_apartment;Entire_home-apt;3;1;1;3;1125;2;100;t
25/07/2020;3;97;100;f;0;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;2;1;1;30;365;1;60;t
25/07/2020;3;97;100;f;0;t;Bedford-Stuyvesant;Private_room_in_apartment;Private_room;2;1;1;30;365;0;93.812903;t
25/07/2020;3;97;100;f;0;t;Bedford-Stuyvesant;Entire_apartment;Entire_home-apt;8;8;8;30;365;1;40;f
20/04/2019;3;87.640014;100;f;0;t;Williamsburg;Entire_apartment;Entire_home-apt;2;1;1;30;90;0;93.812903;t
18/07/2018;3;100;100;f;1;t;Bayside;Private_room_in_apartment;Private_room;2;1;1.533611;2;1125;5;100;t
07/03/2011;3;100;50;f;1;t;Williamsburg;Entire_apartment;Entire_home-apt;2;2;1;30;90;0;93.812903;f
09/02/2016;2;100;93;f;4;t;City_Island;Houseboat;Entire_home-apt;6;3;4;2;28;0;93.812903;f
10/05/2016;2;100;34;t;52;t;Midtown;Entire_condominium;Entire_home-apt;4;1;2;2;14;0;93.812903;f
05/08/2020;1;67;17;f;1;t;Baychester;Entire_guesthouse;Entire_home-apt;3;1;1;2;1125;0;93.812903;f
28/10/2013;3;100;33;f;1;t;Astoria;Entire_apartment;Entire_home-apt;2;1;0;3;4;1;100;f
12/08/2020;2;100;100;f;0;f;Ridgewood;Entire_apartment;Entire_home-apt;2;1;2;30;185;4;100;t
18/08/2014;3;100;75;f;2;f;Wakefield;Private_room_in_apartment;Private_room;1;1;0;2;28;4;95;t
07/06/2020;3;100;100;f;1;t;Bushwick;Private_room_in_apartment;Private_room;4;1;1;1;25;11;96;t
27/09/2017;0;33;81.277545;f;0;t;Fort_Greene;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
11/07/2017;3;100;88;f;1;f;Fort_Hamilton;Entire_house;Entire_home-apt;2;2;0;2;1125;0;93.812903;f
12/08/2020;2;98;100;f;2;t;West_Village;Entire_townhouse;Entire_home-apt;16;5;6;1;365;5;76;t
18/10/2016;2;100;67;f;1;t;Murray_Hill;Entire_apartment;Entire_home-apt;3;1;1;21;1125;3;100;f
04/05/2012;3;100;92;t;3;t;Crown_Heights;Entire_apartment;Entire_home-apt;4;2;2;3;1125;5;96;f
30/09/2013;2;100;100;f;0;t;Williamsburg;Entire_apartment;Entire_home-apt;4;2;2;30;180;0;93.812903;t
14/08/2017;3;98;99;f;3;t;Elmhurst;Entire_apartment;Entire_home-apt;4;2;2;1;30;4;95;t
24/03/2018;3;100;100;f;0;t;Ozone_Park;Entire_apartment;Entire_home-apt;2;1;1;1;1125;6;83;f
16/01/2018;2;90;88;f;2;f;Astoria;Private_room_in_apartment;Private_room;1;1;1;30;1125;1;100;t
29/10/2019;1;100;54;f;1;t;Harlem;Private_room_in_apartment;Private_room;1;1;1;30;90;0;93.812903;f
05/12/2012;3;93;97;t;1;t;Red_Hook;Entire_townhouse;Entire_home-apt;8;3;4;7;1125;5;100;f
13/08/2020;3;100;81.277545;f;0;t;Brighton_Beach;Entire_condominium;Entire_home-apt;4;2;2;30;1125;0;93.812903;t
13/11/2017;3;80;100;f;4;t;Hells_Kitchen;Entire_apartment;Entire_home-apt;3;1;1;30;1125;0;93.812903;t
13/11/2017;3;80;100;f;4;t;Hells_Kitchen;Entire_apartment;Entire_home-apt;3;1;1;30;1125;0;93.812903;t
13/02/2012;1;100;60;f;0;t;Prospect_Heights;Entire_townhouse;Entire_home-apt;6;3;4;5;1125;1;100;f
16/02/2020;0;0;50;f;0;t;Flushing;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;t
17/06/2019;3;100;67;f;0;t;East_Village;Entire_apartment;Entire_home-apt;2;1;1;30;1125;2;100;f
20/08/2012;3;100;0;f;0;t;Williamsburg;Entire_condominium;Entire_home-apt;4;2;2;30;60;0;93.812903;f
14/08/2012;1;67;40;f;5;t;Upper_West_Side;Entire_apartment;Entire_home-apt;3;3;3;90;360;0;93.812903;f
07/01/2015;1;100;75;t;1;t;Lower_East_Side;Private_room_in_apartment;Private_room;1;1;1;30;186;0;93.812903;f
09/02/2020;3;90;100;f;0;t;Williamsburg;Entire_apartment;Entire_home-apt;9;3;3;7;1125;2;100;f
16/02/2020;0;0;50;f;0;t;Flushing;Private_room_in_apartment;Private_room;2;1;1;30;1125;0;93.812903;t
11/08/2017;1;90;88;t;2;t;Hells_Kitchen;Entire_apartment;Entire_home-apt;4;2;2;9;1125;0;93.812903;t
12/12/2013;3;90;75;t;1;t;Upper_East_Side;Entire_apartment;Entire_home-apt;2;1;1;3;1125;7;97;f
22/11/2019;3;90;100;f;0;f;Harlem;Entire_condominium;Entire_home-apt;3;2;3;60;1125;1;100;f
26/08/2019;3;100;100;f;2;t;Rosedale;Private_room_in_house;Private_room;2;1;1.533611;1;1125;0;93.812903;t
02/01/2012;2;100;88;f;11;t;Harlem;Entire_apartment;Entire_home-apt;9;2;9;30;1125;0;93.812903;f
08/02/2019;3;98;100;f;36;f;Chelsea;Private_room_in_hostel;Private_room;2;1;1;30;180;1;80;t
08/02/2019;3;98;100;f;36;f;Chelsea;Private_room_in_hostel;Private_room;2;1;1;30;180;2;70;t
08/02/2019;3;98;100;f;36;f;Chelsea;Private_room_in_hostel;Private_room;2;1;1;30;180;2;80;t
09/09/2013;1;75;38;f;1;t;Chinatown;Entire_apartment;Entire_home-apt;2;1;1;30;1125;0;93.812903;f
01/11/2012;3;100;81.277545;f;0;t;Vinegar_Hill;Entire_townhouse;Entire_home-apt;4;2;3;10;30;0;93.812903;t
04/08/2014;3;87.640014;100;f;0;t;Nolita;Entire_apartment;Entire_home-apt;2;1;1.533611;30;1125;0;93.812903;f
08/10/2018;3;99;98;f;53;t;Battery_Park_City;Entire_apartment;Entire_home-apt;4;1;2;2;365;7;97;t
31/07/2017;3;100;100;f;0;f;Crown_Heights;Private_room_in_house;Private_room;2;2;2;30;1125;0;93.812903;f
08/10/2018;3;99;98;f;53;t;Financial_District;Entire_apartment;Entire_home-apt;2;1;1;2;365;6;83;t
07/08/2020;3;100;100;f;0;t;Williamsburg;Entire_apartment;Entire_home-apt;4;1;2;7;1125;3;100;f
11/08/2020;3;100;100;f;0;t;Nolita;Entire_apartment;Entire_home-apt;4;1;2;7;1125;1;100;f
31/07/2017;3;100;100;f;0;f;Crown_Heights;Private_room_in_house;Private_room;1;1;1;30;1125;0;93.812903;f
14/08/2020;3;100;90;f;0;t;East_Harlem;Entire_apartment;Entire_home-apt;8;3;4;7;1125;2;100;f
14/08/2020;3;100;96;t;1;t;St._Albans;Private_room_in_house;Private_room;2;1;1;2;365;29;94;t
13/08/2020;3;97;100;f;1;t;Flatbush;Private_room_in_apartment;Private_room;2;1;1;1;24;5;76;t
09/03/2014;1;83;43;f;0;t;Gramercy;Entire_townhouse;Entire_home-apt;2;1;1;30;90;0;93.812903;f
13/08/2020;3;97;100;f;1;t;Flatbush;Private_room_in_apartment;Private_room;2;1;1;1;24;2;90;t
11/08/2019;3;100;100;t;2;t;Inwood;Entire_apartment;Entire_home-apt;2;1;0;30;45;3;100;t
